 -0.608274, -4.511719,  2.458468,  6.000000,  0.000000,  1.718944,  3.434655
  0.311351,  0.527344,  1.091255,  6.000000,  0.000000,  6.386081,  1.193682
 -0.796037,  0.644531,  2.684776,  4.000000,  2.000000,  6.007404,  1.411295
  0.107216,  0.878906,  1.490988,  4.000000,  1.000000,  3.612380,  0.954548
  0.087778,  0.175781,  1.197602,  5.000000,  1.000000,  4.479591,  2.413186
 -1.097831, -1.933594,  0.906752,  4.000000,  1.000000,  2.940724, -0.649158
  0.417456,  0.058594,  2.245262,  6.000000,  0.000000,  3.607706,  1.659480
 -1.877297, 11.777344,  0.897715,  4.000000,  0.000000,  3.619544,  1.275668
  0.041004, -3.164062,  1.395288,  6.000000,  0.000000,  3.225937,  1.907857
 -1.196928,  4.394531,  0.258782,  6.000000,  0.000000,  2.946312,  1.317329
  0.222762,  1.875000,  3.949680,  5.000000,  0.000000,  4.843020,  2.792605
  0.959251,  1.464844,  0.791381,  5.000000,  0.000000, -0.463561,  1.641388
 -0.324360,  1.054688,  0.269621,  4.000000,  1.000000,  6.022894,  1.701876
 -1.253942, -0.585938,  1.078233,  4.000000,  0.000000,  6.238640,  0.146342
  0.364895,  5.566406,  1.787651,  4.000000,  2.000000,  2.631016,  4.032319
 -0.091668,  9.492188,  3.237730,  4.000000,  2.000000,  1.831038,  2.121136
  0.934223, -2.402344,  1.547453,  5.000000,  1.000000,  6.443558,  3.146998
  0.926223,  1.289062,  0.770242,  6.000000,  0.000000,  1.767930,  0.466244
 -0.549977,  3.574219,  2.219486,  4.000000,  1.000000,  4.260690,  3.213583
 -0.401255, -3.339844,  0.913036,  6.000000,  0.000000,  2.215118, -0.257566
 -0.614823, -3.339844,  6.176169,  4.000000,  1.000000,  3.409619,  2.863056
 -0.779845,  0.000000,  0.368494,  6.000000,  0.000000,  2.108254,  0.416945
  0.029293,  1.113281,  0.353660,  6.000000,  0.000000,  1.739775,  0.743914
 -0.211314,  1.992188,  0.695928,  5.000000,  1.000000,  3.509851,  0.734770
 -1.415330, -3.515625,  0.253977,  6.000000,  0.000000,  2.768255,  1.551405
 -1.054893,  4.804688,  1.256536,  4.000000,  1.000000,  3.985246,  0.748234
 -1.449733,  3.339844,  2.395599,  4.000000,  1.000000,  5.731307,  0.467024
 -0.296421, -4.570312,  6.365477,  4.000000,  1.000000,  2.132384,  1.872040
  1.218364, -2.167969,  0.355950,  6.000000,  0.000000,  1.154686,  1.246016
  0.087778,  2.929688,  2.461368,  4.000000,  0.000000,  5.259133,  0.657419
 -0.757486, -5.800781,  0.526514,  6.000000,  0.000000,  2.108502,  1.983461
  0.578514,  1.113281,  0.934589,  6.000000,  0.000000,  1.654004,  0.601345
  1.209836, -8.320312,  1.247226,  5.000000,  0.000000,  5.370148,  1.560399
  1.682199, -2.871094,  2.516163,  6.000000,  1.000000,  2.196273,  0.251245
 -0.003906, -9.785156,  4.076139,  4.000000,  1.000000,  4.517672,  1.438148
  1.286472,-10.195312,  0.688450,  4.000000,  1.000000,  5.207121,  0.783836
 -0.101389,  0.703125,  0.729694,  4.000000,  0.000000,  5.330504, -0.479005
  0.255039,  2.460938,  3.641562,  4.000000,  2.000000,  4.264946,  3.659514
  1.605826,  2.226562,  0.546529,  6.000000,  1.000000,  3.976288,  0.445049
  1.670906, -0.292969,  1.004809,  6.000000,  1.000000,  5.917750,  0.918165
  0.555043,  3.984375,  4.959121,  4.000000,  1.000000,  5.387191,  1.301399
 -0.431771,  3.808594,  0.373230,  5.000000,  0.000000,  0.969053,  2.462438
 -0.266370,  0.937500,  0.530436,  6.000000,  0.000000,  5.196423,  1.649211
  0.749961,  6.621094,  0.338059,  6.000000,  0.000000,  5.778528,  3.245834
 -0.822163, -7.851562,  2.454525,  5.000000,  0.000000,  2.318108,  1.691460
  0.561778, -1.347656,  0.652041,  6.000000,  0.000000,  1.485403,  1.517230
  0.524453,  1.582031,  0.272623,  5.000000,  0.000000,  3.650387,  2.258695
 -0.237982,  5.332031,  1.475653,  5.000000,  0.000000,  6.804634,  1.896124
  1.180596, -3.925781,  3.433328,  5.000000,  0.000000,  5.170205,  2.663661
  0.176812,  0.058594,  0.951728,  6.000000,  0.000000,  5.334900,  2.350147
  0.907372,  4.101562,  0.934680,  5.000000,  0.000000,  1.752615,  0.073132
 -1.111823,  3.808594,  0.201885,  4.000000,  1.000000,  3.824101, -1.274871
  2.003652,  2.871094,  1.468214,  5.000000,  1.000000,  5.484271,  2.795118
 -0.440676,  2.929688,  0.720254,  5.000000,  1.000000,  3.392370,  1.996214
  0.033197,  2.109375,  0.495842,  6.000000,  0.000000,  2.890709,  2.349085
  1.703059,  0.410156,  1.743269,  6.000000,  0.000000,  1.162148,  0.152280
  1.137074, -6.855469,  1.186097,  5.000000,  0.000000, -0.545397, -0.974258
 -0.847837, -6.621094,  1.794033,  4.000000,  0.000000,  3.657755,  0.828018
 -0.454856, -0.585938,  3.874957,  4.000000,  2.000000,  5.056046,  4.009078
 -0.955330,  0.000000,  1.297457,  5.000000,  0.000000,  1.849777,  1.977233
 -0.728698, -2.343750,  1.083982,  4.000000,  2.000000,  3.661933,  0.587770
 -2.113489,  4.570312,  0.436721,  5.000000,  0.000000,  1.464423,  1.767250
 -0.578514,  5.507812,  2.346179,  4.000000,  2.000000,  5.319739,  2.847397
 -0.145965, 14.414062,  5.342106,  4.000000,  1.000000,  0.706963,  3.329436
 -0.521026, -1.699219,  0.705158,  6.000000,  0.000000, -0.831030,  1.067867
  1.433986, -1.816406,  1.201011,  6.000000,  0.000000,  4.102546,  1.554936
  0.348379,  4.687500,  1.651616,  5.000000,  0.000000,  1.733764,  0.566917
  0.543202,  2.460938,  0.114183,  6.000000,  0.000000,  6.264284,  2.658825
  0.176812,  3.691406,  1.211888,  6.000000,  0.000000,  2.732816,  0.977382
 -0.428200,  1.992188,  0.852364,  4.000000,  1.000000,  4.503655,  1.788260
 -1.080117,  3.164062,  0.313976,  5.000000,  0.000000,  0.536046,  0.349915
  0.927559,  4.277344,  0.763048,  5.000000,  0.000000,  0.284617,  0.913717
  0.863305, -1.992188,  1.426934,  4.000000,  0.000000,  3.762084,  0.664183
 -0.705600, -5.917969,  0.311389,  4.000000,  2.000000,  5.421025,  2.053728
 -0.346538,  2.519531,  1.352975,  4.000000,  0.000000,  3.964647,  2.533311
  0.426413, -4.980469,  0.538961,  6.000000,  0.000000,  0.550189,  1.284222
  1.109502, -2.343750,  1.566765,  4.000000,  0.000000, -0.341438,  1.466184
 -1.101344,  5.332031,  0.433743,  4.000000,  0.000000,  4.590389,  1.235118
  0.060510, 10.781250,  0.166452,  4.000000,  1.000000,  3.734841,  4.095958
  0.637561,  1.816406,  3.793554,  4.000000,  1.000000,  4.748920, -1.890041
 -2.136032, -3.457031,  1.483146,  5.000000,  0.000000,  1.592994,  0.700601
  0.981257,  4.687500,  0.153540,  5.000000,  0.000000, -0.088381,  1.769123
 -0.384953, -1.113281,  1.418615,  5.000000,  1.000000,  6.336256,  1.581985
  1.622282,  6.972656,  0.842570,  6.000000,  1.000000,  1.077085,  1.075445
  0.551667,  0.820312,  2.170578,  5.000000,  0.000000,  5.046512,  3.098407
